,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude
1351,WV,West Virginia,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.537,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135
1352,ME,Maine,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.8079999999999999,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
1353,GA,Georgia,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.424,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1354,ME,Maine,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.7830000000000001,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
1355,SD,South Dakota,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.7289999999999996,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
1356,NV,Nevada,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.026,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
1357,NH,New Hampshire,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5529999999999999,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
1358,VA,Virginia,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.564,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
1359,MT,Montana,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.153,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
1360,CO,Colorado,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.381,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921
1361,OH,Ohio,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.477,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
1362,IA,Iowa,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.84,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
1363,OK,Oklahoma,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.824,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
1364,SC,South Carolina,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.147,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
1365,TX,Texas,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5329999999999999,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
1366,MI,Michigan,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.492000000000001,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027
1367,VA,Virginia,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.513999999999999,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
1368,WA,Washington,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.6610000000000005,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
1369,WV,West Virginia,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.128,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135
1370,AR,Arkansas,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.655,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
1371,SD,South Dakota,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.4989999999999997,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
1372,NC,North Carolina,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.465,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
1373,AR,Arkansas,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.647,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
1374,ME,Maine,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.0569999999999995,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
1375,LA,Louisiana,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.39299999999999996,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
1376,SD,South Dakota,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.712,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
1377,GA,Georgia,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.593,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1378,AL,Alabama,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.391,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
1379,CT,Connecticut,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.214,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
1380,ME,Maine,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.444,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
1381,DC,District of Columbia,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.985,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127
1382,IL,Illinois,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.8839999999999995,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1383,MD,Maryland,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9009999999999999,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
1384,AZ,Arizona,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.733,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
1385,WY,Wyoming,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.885,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
1386,RI,Rhode Island,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.42,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
1387,NJ,New Jersey,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.632,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
1388,KS,Kansas,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.372999999999999,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
1389,CA,California,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.39899999999999997,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
1390,WA,Washington,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9309999999999999,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
1391,HI,Hawaii,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.338,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
1392,OK,Oklahoma,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.40399999999999997,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
1393,NC,North Carolina,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.8370000000000001,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
1394,HI,Hawaii,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.494,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
1395,AK,Alaska,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.607,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
1396,UT,Utah,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.3660000000000005,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
1397,IL,Illinois,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.821000000000001,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1398,RI,Rhode Island,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.452000000000001,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
1399,NV,Nevada,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.388,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
1400,VA,Virginia,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.6160000000000005,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
1401,TN,Tennessee,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.003,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
1402,IL,Illinois,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.051,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1403,IL,Illinois,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.084,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1404,OH,Ohio,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.614,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
1405,LA,Louisiana,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4340000000000002,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
1406,GA,Georgia,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.626,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1407,AL,Alabama,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.841,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
1408,LA,Louisiana,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.805,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
1409,GA,Georgia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.637,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1410,UT,Utah,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.604,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
1411,DC,District of Columbia,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.39399999999999996,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127
1412,VA,Virginia,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9129999999999999,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
1413,AZ,Arizona,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.135,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
1414,FL,Florida,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.474,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
1415,SC,South Carolina,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.49200000000000005,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
1416,NH,New Hampshire,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.93,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
1417,MD,Maryland,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.416,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
1418,HI,Hawaii,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.86,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
1419,IL,Illinois,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.414,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1420,IL,Illinois,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.949,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1421,VT,Vermont,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.689,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
1422,WV,West Virginia,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.568,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135
1423,WA,Washington,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.586,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
1424,MN,Minnesota,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.401,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
1425,KS,Kansas,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.91,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
1426,FL,Florida,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.798,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
1427,AK,Alaska,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5710000000000001,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
1428,MS,Mississippi,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.374,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
1429,MN,Minnesota,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.61,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
1430,VA,Virginia,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6219999999999999,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
1431,CA,California,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.512,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
1432,DC,District of Columbia,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.598,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127
1433,KS,Kansas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6569999999999998,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
1434,NH,New Hampshire,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.611000000000001,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
1435,RI,Rhode Island,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.135,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
1436,MD,Maryland,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.105,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
1437,CT,Connecticut,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.695,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
1438,MO,Missouri,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.531,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053
1439,NV,Nevada,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.83,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
1440,GA,Georgia,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.069,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
1441,WY,Wyoming,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.344,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
1442,MN,Minnesota,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.873,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
1443,AZ,Arizona,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.6,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
1444,DE,Delaware,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.413,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
1445,IL,Illinois,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.405,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
1446,CA,California,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.395,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
1447,NH,New Hampshire,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.215,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
1448,CA,California,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.264,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
1449,NJ,New Jersey,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.011,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
